form,data
в,"в,ADP,None"
церковные,"церковный,ADJ,Inan,Acc,Pos,Plur"
братства,"братство,NOUN,Inan,Acc,Neut,Plur"
.,".,PUNCT,None"
Один,"один,NUM,Inan,Nom,Masc,Sing,Card"
из,"из,ADP,None"
первых,"первый,ADJ,Gen,Pos,Plur"
исследователей,"исследователь,NOUN,Anim,Gen,Masc,Plur"
Нубии,"Нубия,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Эти,"этот,DET,Nom,Plur"
трактора,"трактор,NOUN,Inan,Nom,Masc,Plur"
однотипны,"однотипный,ADJ,Pos,Plur,Short"
по,"по,ADP,None"
конструкции,"конструкция,NOUN,Inan,Dat,Fem,Sing"
",",",,PUNCT,None"
различаются,"различаться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
по,"по,ADP,None"
эксплуатационной,"эксплуатационный,ADJ,Dat,Pos,Fem,Sing"
мощности,"мощность,NOUN,Inan,Dat,Fem,Sing"
двигателя,"двигатель,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Михайловский,"Михайловский,PROPN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
хоть,"хоть,SCONJ,None"
и,"и,PART,None"
имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
за,"за,ADP,None"
плечами,"плечо,NOUN,Inan,Ins,Neut,Plur"
некоторый,"некоторый,DET,Inan,Acc,Masc,Sing"
актёрский,"актерский,ADJ,Inan,Acc,Pos,Masc,Sing"
опыт,"опыт,NOUN,Inan,Acc,Masc,Sing"
(,"(,PUNCT,None"
например,"например,ADV,Pos"
главная,"главный,ADJ,Nom,Pos,Fem,Sing"
роль,"роль,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
фильме,"фильм,NOUN,Inan,Loc,Masc,Sing"
Дети,"ребенок,NOUN,Anim,Nom,Masc,Plur"
как,"как,ADP,None"
дети,"ребенок,NOUN,Anim,Nom,Masc,Plur"
),"),PUNCT,None"
",",",,PUNCT,None"
по,"по,ADP,None"
воспоминаниям,"воспоминание,NOUN,Inan,Dat,Neut,Plur"
не,"не,PART,Neg"
мог,"мочь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
правильно,"правильно,ADV,Pos"
отыграть,"отыграть,VERB,Perf,Inf,Act"
сцену,"сцена,NOUN,Inan,Acc,Fem,Sing"
с,"с,ADP,None"
первых,"первый,ADJ,Gen,Pos,Plur"
дублей,"дубль,NOUN,Inan,Dat,Masc,Plur"
и,"и,CCONJ,None"
``,"``,PUNCT,None"
раскочегаривался,"раскочегариваться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
только,"только,PART,None"
к,"к,ADP,None"
шестому,"шестой,ADJ,Dat,Pos,Masc,Sing"
дублю,"дубль,NOUN,Inan,Dat,Masc,Sing"
",",",,PUNCT,None"
в,"в,ADP,None"
то,"тот,DET,Acc,Neut,Sing"
время,"время,NOUN,Inan,Acc,Neut,Sing"
как,"как,ADV,None"
Аксюта,"Аксюта,PROPN,Anim,Nom,Fem,Sing"
",",",,PUNCT,None"
привыкшая,"привыкнуть,VERB,Anim,Perf,Nom,Fem,Sing,Past,Part,Act"
играть,"играть,VERB,Imp,Inf,Act"
на,"на,ADP,None"
сцене,"сцена,NOUN,Inan,Loc,Fem,Sing"
",",",,PUNCT,None"
изображала,"изображать,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
нужные,"нужный,ADJ,Inan,Acc,Pos,Plur"
эмоции,"эмоция,NOUN,Inan,Acc,Fem,Plur"
почти,"почти,ADV,Pos"
с,"с,ADP,None"
первого,"первый,ADJ,Gen,Pos,Masc,Sing"
раза,"раз,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
к,"к,ADP,None"
шестому,"шестой,ADJ,Dat,Pos,Masc,Sing"
дублю,"дубль,NOUN,Inan,Dat,Masc,Sing"
уже,"уже,ADV,Pos"
начинала,"начинать,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
сдавать,"сдавать,VERB,Imp,Inf,Act"
.,".,PUNCT,None"
Обе,"оба,NUM,Inan,Nom,Fem,Card"
страны,"страна,NOUN,Inan,Gen,Fem,Sing"
были,"быть,AUX,Imp,Ind,Plur,Past,Fin"
врагами,"враг,NOUN,Anim,Ins,Masc,Plur"
Англии,"Англия,PROPN,Inan,Gen,Fem,Sing"
во,"во,ADP,None"
время,"время,NOUN,Inan,Acc,Neut,Sing"
Второй,"второй,ADJ,Gen,Pos,Fem,Sing"
англо-голландской,"англо-голландский,ADJ,Gen,Pos,Fem,Sing"
войны,"война,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
которая,"который,PRON,Inan,Nom,Fem,Sing"
длилась,"длиться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
то,"тот,DET,Acc,Neut,Sing"
время,"время,NOUN,Inan,Acc,Neut,Sing"
.,".,PUNCT,None"
С,"с,ADP,None"
ноября,"ноябрь,NOUN,Inan,Gen,Masc,Sing"
1923,"1923,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
Верхний,"верхний,ADJ,Nom,Pos,Masc,Sing"
Уфалей,"Уфалей,PROPN,Inan,Nom,Masc,Sing"
являлся,"являться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
посёлком,"поселок,NOUN,Inan,Ins,Masc,Sing"
городского,"городской,ADJ,Gen,Pos,Masc,Sing"
типа,"тип,NOUN,Inan,Gen,Masc,Sing"
Уфалейского,"уфалейский,ADJ,Gen,Pos,Masc,Sing"
района,"район,NOUN,Inan,Gen,Masc,Sing"
Свердловского,"свердловский,ADJ,Gen,Pos,Masc,Sing"
округа,"округ,NOUN,Inan,Gen,Masc,Sing"
Уральской,"уральский,ADJ,Gen,Pos,Fem,Sing"
области,"область,NOUN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Сообщество,"сообщество,NOUN,Inan,Nom,Neut,Sing"
Википедии,"Википедия,PROPN,Inan,Gen,Fem,Sing"
сформулировало,"сформулировать,VERB,Perf,Neut,Ind,Sing,Past,Fin,Act"
это,"этот,DET,Acc,Neut,Sing"
как,"как,ADP,None"
``,"``,PUNCT,None"
проверяемость,"проверяемость,NOUN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
а,"а,CCONJ,None"
не,"не,PART,Neg"
истина,"истина,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
",",",,PUNCT,None"
выражая,"выражать,VERB,Imp,Pres,Conv,Act"
тем,"то,PRON,Inan,Ins,Neut,Sing"
самым,"самый,ADJ,Ins,Pos,Neut,Sing"
ту,"тот,DET,Acc,Fem,Sing"
мысль,"мысль,NOUN,Inan,Acc,Fem,Sing"
",",",,PUNCT,None"
что,"что,SCONJ,None"
читателям,"читатель,NOUN,Anim,Dat,Masc,Plur"
предоставляется,"предоставляться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
возможность,"возможность,NOUN,Inan,Nom,Fem,Sing"
самим,"сам,ADJ,Dat,Pos,Plur"
проверить,"проверить,VERB,Perf,Inf,Act"
истинность,"истинность,NOUN,Inan,Acc,Fem,Sing"
той,"тот,DET,Gen,Fem,Sing"
информации,"информация,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
которая,"который,PRON,Inan,Nom,Fem,Sing"
представлена,"представить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
в,"в,ADP,None"
статьях,"статья,NOUN,Inan,Loc,Fem,Plur"
",",",,PUNCT,None"
и,"и,CCONJ,None"
сделать,"сделать,VERB,Perf,Inf,Act"
свои,"свой,DET,Inan,Acc,Plur"
собственные,"собственный,ADJ,Inan,Acc,Pos,Plur"
выводы,"вывод,NOUN,Inan,Acc,Masc,Plur"
.,".,PUNCT,None"
Это,"этот,DET,Nom,Neut,Sing"
событие,"событие,NOUN,Inan,Nom,Neut,Sing"
получило,"получить,VERB,Perf,Neut,Ind,Sing,Past,Fin,Act"
название,"название,NOUN,Inan,Acc,Neut,Sing"
``,"``,PUNCT,None"
Алансонская,"алансонский,ADJ,Nom,Pos,Fem,Sing"
резня,"резня,NOUN,Inan,Nom,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
.,".,PUNCT,None"
Население,"население,NOUN,Inan,Nom,Neut,Sing"
составляет,"составлять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
2250,"2250,NUM,Acc,Card"
человек,"человек,NOUN,Anim,Gen,Masc,Plur"
(,"(,PUNCT,None"
2008,"2008,ADJ,Nom,Pos,Masc,Sing"
г,"г,NOUN,Inan,Nom,Masc,Sing"
.,".,PUNCT,None"
),"),PUNCT,None"
",",",,PUNCT,None"
плотность,"плотность,NOUN,Inan,Nom,Fem,Sing"
населения,"население,NOUN,Inan,Gen,Neut,Sing"
составляет,"составлять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
265,"265,NUM,Acc,Card"
чел.,"человек,NOUN,Anim,Gen,Masc,Plur"
/,"/,SYM,None"
км2,"км2,NOUN,Inan,Acc,Masc,Sing"
.,".,PUNCT,None"
Обычно,"обычно,ADV,Pos"
военно-пропагандистские,"военно-пропагандистский,ADJ,Inan,Acc,Pos,Plur"
марки,"марка,NOUN,Inan,Acc,Fem,Plur"
рассматривают,"рассматривать,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
в,"в,ADP,None"
хронологическом,"хронологический,ADJ,Loc,Pos,Masc,Sing"
порядке,"порядок,NOUN,Inan,Loc,Masc,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
октябре,"октябрь,NOUN,Inan,Loc,Masc,Sing"
1919,"1919,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
на,"на,ADP,None"
подступах,"подступ,NOUN,Inan,Loc,Masc,Plur"
к,"к,ADP,None"
Волновахе,"Волноваха,PROPN,Inan,Dat,Fem,Sing"
шли,"идти,VERB,Imp,Ind,Plur,Past,Fin,Act"
упорные,"упорный,ADJ,Nom,Pos,Plur"
бои,"бой,NOUN,Inan,Nom,Masc,Plur"
частей,"часть,NOUN,Inan,Gen,Fem,Plur"
ВСЮР,"ВСЮР,PROPN,Inan,Gen,Fem,Plur"
и,"и,CCONJ,None"
отрядов,"отряд,NOUN,Inan,Gen,Masc,Plur"
Революционной,"революционный,ADJ,Gen,Pos,Fem,Sing"
повстанческой,"повстанческий,ADJ,Gen,Pos,Fem,Sing"
армии,"армия,NOUN,Inan,Gen,Fem,Sing"
Украины,"Украина,PROPN,Inan,Gen,Fem,Sing"
(,"(,PUNCT,None"
махновцев,"махновец,NOUN,Anim,Gen,Masc,Plur"
),"),PUNCT,None"
.,".,PUNCT,None"
Именно,"именно,PART,None"
эти,"этот,DET,Nom,Plur"
страны,"страна,NOUN,Inan,Nom,Fem,Plur"
занимают,"занимать,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
первое,"первый,ADJ,Acc,Pos,Neut,Sing"
и,"и,CCONJ,None"
второе,"второй,ADJ,Acc,Pos,Neut,Sing"
место,"место,NOUN,Inan,Acc,Neut,Sing"
в,"в,ADP,None"
мире,"мир,NOUN,Inan,Loc,Masc,Sing"
по,"по,ADP,None"
объёму,"объем,NOUN,Inan,Dat,Masc,Sing"
экспорта,"экспорт,NOUN,Inan,Gen,Masc,Sing"
риса,"рис,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Алоиз,"Алоиз,PROPN,Anim,Nom,Masc,Sing"
Иосифович,"Иосифович,PROPN,Anim,Nom,Masc,Sing"
Гальфе,"Гальфе,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
1921,"1921,ADJ,Nom,Pos,Masc,Sing"
Судетская,"судетский,ADJ,Nom,Pos,Fem,Sing"
область,"область,NOUN,Inan,Nom,Fem,Sing"
Чехословакия,"Чехословакия,PROPN,Inan,Nom,Fem,Sing"
27,"27,ADJ,Nom,Pos,Neut,Sing"
января,"январь,NOUN,Inan,Gen,Masc,Sing"
1945,"1945,ADJ,Nom,Pos,Masc,Sing"
СССР,"СССР,PROPN,Inan,Nom,Masc,Sing"
Москва,"Москва,PROPN,Inan,Nom,Fem,Sing"
),"),PUNCT,None"
--,"--,PUNCT,None"
немецкий,"немецкий,ADJ,Nom,Pos,Masc,Sing"
разведчик,"разведчик,NOUN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
переводчик,"переводчик,NOUN,Anim,Nom,Masc,Sing"
команды,"команда,NOUN,Inan,Gen,Fem,Sing"
службы,"служба,NOUN,Inan,Gen,Fem,Sing"
безопасности,"безопасность,NOUN,Inan,Gen,Fem,Sing"
при,"при,ADP,None"
имперском,"имперский,ADJ,Loc,Pos,Masc,Sing"
руководителе,"руководитель,NOUN,Anim,Loc,Masc,Sing"
СС,"СС,PROPN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
специалист,"специалист,NOUN,Anim,Nom,Masc,Sing"
по,"по,ADP,None"
подготовке,"подготовка,NOUN,Inan,Dat,Fem,Sing"
агентов,"агент,NOUN,Anim,Gen,Masc,Plur"
",",",,PUNCT,None"
радистов,"радист,NOUN,Anim,Gen,Masc,Plur"
",",",,PUNCT,None"
участник,"участник,NOUN,Anim,Nom,Masc,Sing"
проводимой,"проводить,VERB,Inan,Imp,Gen,Fem,Sing,Past,Part,Pass"
советской,"советский,ADJ,Ins,Pos,Fem,Sing"
контразведкой,"контразведка,NOUN,Inan,Ins,Fem,Sing"
радиоигры,"радиоигра,NOUN,Inan,Gen,Fem,Sing"
загадка,"загадка,NOUN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
На,"на,ADP,None"
чемпионате,"чемпионат,NOUN,Inan,Loc,Masc,Sing"
мира,"мир,NOUN,Inan,Gen,Masc,Sing"
2012,"2012,NUM,Nom,Card"
Элене,"Элене,PROPN,Anim,Nom,Fem,Sing"
третий,"третий,ADJ,Inan,Acc,Pos,Masc,Sing"
раз,"раз,NOUN,Inan,Acc,Masc,Sing"
в,"в,ADP,None"
карьере,"карьера,NOUN,Inan,Loc,Fem,Sing"
занимает,"занимать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
10-е,"10-й,ADJ,Acc,Pos,Neut,Sing"
место,"место,NOUN,Inan,Acc,Neut,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
1989,"1989,ADJ,Loc,Pos,Masc,Sing"
--,"--,PUNCT,None"
1992,"1992,ADJ,Loc,Pos,Masc,Sing"
годах,"год,NOUN,Inan,Loc,Masc,Plur"
Гергебильская,"гергебильский,ADJ,Nom,Pos,Fem,Sing"
ГЭС,"гэс,NOUN,Inan,Nom,Fem,Sing"
прошла,"пройти,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
повторную,"повторный,ADJ,Acc,Pos,Fem,Sing"
реконструкцию,"реконструкция,NOUN,Inan,Acc,Fem,Sing"
.,".,PUNCT,None"
У,"у,ADP,None"
молодых,"молодой,ADJ,Gen,Pos,Plur"
грибов,"гриб,NOUN,Inan,Gen,Masc,Plur"
ножка,"ножка,NOUN,Inan,Nom,Fem,Sing"
заполнена,"заполнить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
волокнисто-губчатым,"волокнисто-губчатый,ADJ,Ins,Pos,Neut,Sing"
веществом,"вещество,NOUN,Inan,Ins,Neut,Sing"
",",",,PUNCT,None"
но,"но,CCONJ,None"
с,"с,ADP,None"
течением,"течение,NOUN,Inan,Ins,Neut,Sing"
времени,"время,NOUN,Inan,Gen,Neut,Sing"
становится,"становиться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
пустотелой,"пустотелый,ADJ,Ins,Pos,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
селе,"село,NOUN,Inan,Loc,Neut,Sing"
было,"быть,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
два,"два,NUM,Inan,Nom,Masc,Card"
храма,"храм,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Гражданская,"гражданский,ADJ,Nom,Pos,Fem,Sing"
война,"война,NOUN,Inan,Nom,Fem,Sing"
в,"в,ADP,None"
Камбодже,"Камбоджа,PROPN,Inan,Loc,Fem,Sing"
--,"--,PUNCT,None"
военный,"военный,ADJ,Nom,Pos,Masc,Sing"
конфликт,"конфликт,NOUN,Inan,Nom,Masc,Sing"
между,"между,ADP,None"
правительством,"правительство,NOUN,Inan,Ins,Neut,Sing"
страны,"страна,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
поддерживаемым,"поддерживать,VERB,Inan,Imp,Ins,Neut,Sing,Pres,Part,Pass"
США,"США,PROPN,Inan,Ins,Masc,Plur"
и,"и,CCONJ,None"
Южным,"южный,ADJ,Ins,Pos,Masc,Sing"
Вьетнамом,"Вьетнам,PROPN,Inan,Ins,Masc,Sing"
",",",,PUNCT,None"
и,"и,CCONJ,None"
местными,"местный,ADJ,Ins,Pos,Plur"
коммунистическими,"коммунистический,ADJ,Ins,Pos,Plur"
силами,"сила,NOUN,Inan,Ins,Fem,Plur"
",",",,PUNCT,None"
пользовавшимися,"пользоваться,VERB,Inan,Imp,Ins,Plur,Past,Part,Act"
поддержкой,"поддержка,NOUN,Inan,Ins,Fem,Sing"
Северного,"северный,ADJ,Gen,Pos,Masc,Sing"
Вьетнама,"Вьетнам,PROPN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
с,"с,ADP,None"
1967,"1967,ADJ,Gen,Pos,Masc,Sing"
по,"по,ADP,None"
1975,"1975,ADJ,Inan,Acc,Pos,Masc,Sing"
годы,"год,NOUN,Inan,Acc,Masc,Plur"
.,".,PUNCT,None"
Братья,"брат,NOUN,Anim,Nom,Masc,Plur"
и,"и,CCONJ,None"
сёстры,"сестра,NOUN,Anim,Nom,Fem,Plur"
:,":,PUNCT,None"
Анна,"Анна,PROPN,Anim,Nom,Fem,Sing"
Катарина,"Катарина,PROPN,Anim,Nom,Fem,Sing"
Елена,"Елена,PROPN,Anim,Nom,Fem,Sing"
(,"(,PUNCT,None"
1793,"1793,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1872,"1872,ADJ,Nom,Pos,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
Иван,"Иван,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
Иоганн,"Иоганн,PROPN,Anim,Nom,Masc,Sing"
Христофор,"Христофор,PROPN,Anim,Nom,Masc,Sing"
Энгельбрехт,"Энгельбрехт,PROPN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
1796,"1796,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1862,"1862,ADJ,Nom,Pos,Masc,Sing"
",",",,PUNCT,None"
эстляндский,"эстляндский,ADJ,Nom,Pos,Masc,Sing"
губернатор,"губернатор,NOUN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
сенатор,"сенатор,NOUN,Anim,Nom,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
Юлия,"Юлия,PROPN,Anim,Nom,Fem,Sing"
Магдалена,"Магдалена,PROPN,Anim,Nom,Fem,Sing"
(,"(,PUNCT,None"
1799,"1799,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1878,"1878,ADJ,Nom,Pos,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
Отто,"Отто,PROPN,Anim,Nom,Masc,Sing"
Магнус,"Магнус,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
1801,"1801,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1890,"1890,ADJ,Nom,Pos,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
Элизабет,"Элизабет,PROPN,Anim,Nom,Fem,Sing"
Амалия,"Амалия,PROPN,Anim,Nom,Fem,Sing"
Маргарита,"Маргарита,PROPN,Anim,Nom,Fem,Sing"
(,"(,PUNCT,None"
1803,"1803,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1855,"1855,ADJ,Nom,Pos,Masc,Sing"
),"),PUNCT,None"
",",",,PUNCT,None"
Александр,"Александр,PROPN,Anim,Nom,Masc,Sing"
(,"(,PUNCT,None"
Александр,"Александр,PROPN,Anim,Nom,Masc,Sing"
Георг,"Георг,PROPN,Anim,Nom,Masc,Sing"
Фридрих,"Фридрих,PROPN,Anim,Nom,Masc,Sing"
",",",,PUNCT,None"
1805,"1805,ADJ,Nom,Pos,Masc,Sing"
--,"--,PUNCT,None"
1886,"1886,ADJ,Nom,Pos,Masc,Sing"
",",",,PUNCT,None"
президент,"президент,NOUN,Anim,Nom,Masc,Sing"
Эстляндской,"эстляндский,ADJ,Gen,Pos,Fem,Sing"
евангелическо-лютеранской,"евангелическо-лютеранский,ADJ,Gen,Pos,Fem,Sing"
консистории,"консистория,NOUN,Inan,Gen,Fem,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
В,"в,ADP,None"
1994,"1994,ADJ,Loc,Pos,Masc,Sing"
--,"--,PUNCT,None"
1996,"1996,ADJ,Loc,Pos,Masc,Sing"
годах,"год,NOUN,Inan,Loc,Masc,Plur"
служил,"служить,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
на,"на,ADP,None"
офицерских,"офицерский,ADJ,Loc,Pos,Plur"
должностях,"должность,NOUN,Inan,Loc,Fem,Plur"
в,"в,ADP,None"
278-й,"278-й,ADJ,Loc,Pos,Fem,Sing"
гвардейской,"гвардейский,ADJ,Loc,Pos,Fem,Sing"
реактивной,"реактивный,ADJ,Loc,Pos,Fem,Sing"
артиллерийской,"артиллерийский,ADJ,Loc,Pos,Fem,Sing"
бригаде,"бригада,NOUN,Inan,Loc,Fem,Sing"
",",",,PUNCT,None"
дислоцированной,"дислоцировать,VERB,Inan,Perf,Loc,Fem,Sing,Past,Part,Pass"
в,"в,ADP,None"
Твери,"Тверь,PROPN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
Дахауэр,"Дахауэр,PROPN,Anim,Nom,Masc,Sing"
--,"--,PUNCT,None"
автор,"автор,NOUN,Anim,Nom,Masc,Sing"
многих,"много,NUM,Inan,Gen,Card"
марок,"марка,NOUN,Inan,Gen,Fem,Plur"
межвоенной,"межвоенный,ADJ,Gen,Pos,Fem,Sing"
Австрии,"Австрия,PROPN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
нацистской,"нацистский,ADJ,Gen,Pos,Fem,Sing"
Германии,"Германия,PROPN,Inan,Gen,Fem,Sing"
и,"и,CCONJ,None"
генерал-губернаторства,"генерал-губернаторство,NOUN,Inan,Gen,Neut,Sing"
на,"на,ADP,None"
территории,"территория,NOUN,Inan,Loc,Fem,Sing"
оккупированной,"оккупировать,VERB,Inan,Perf,Gen,Fem,Sing,Past,Part,Pass"
Польши,"Польша,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Этот,"этот,DET,Nom,Masc,Sing"
трибунал,"трибунал,NOUN,Inan,Nom,Masc,Sing"
",",",,PUNCT,None"
собравшийся,"собраться,VERB,Inan,Perf,Nom,Masc,Sing,Past,Part,Act"
в,"в,ADP,None"
Женеве,"Женева,PROPN,Inan,Loc,Fem,Sing"
и,"и,CCONJ,None"
состоявший,"состоять,VERB,Inan,Imp,Nom,Masc,Sing,Past,Part,Act"
из,"из,ADP,None"
представителей,"представитель,NOUN,Anim,Gen,Masc,Plur"
Великобритании,"Великобритания,PROPN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
США,"США,PROPN,Inan,Gen,Masc,Plur"
и,"и,CCONJ,None"
